state,year,quarter,name,count,amount
assam,2018,1,Merchant payments,40482,34501622.89
assam,2018,1,Financial Services,18172,4936862.2
assam,2018,1,Others,48110,31349594.0
assam,2018,2,Recharge & bill payments,984160,174427478.21
assam,2018,2,Peer-to-peer payments,530781,2064314053.13
assam,2018,2,Merchant payments,79307,73366344.81
assam,2018,2,Financial Services,22773,7051504.66
assam,2018,2,Others,46852,31425754.73
assam,2018,3,Recharge & bill payments,1275136,254569069.32
assam,2018,3,Peer-to-peer payments,843571,3424136709.51
assam,2018,3,Merchant payments,159532,96783839.37
assam,2018,3,Financial Services,22677,4741123.82
assam,2018,3,Others,50935,30904247.88
assam,2018,4,Recharge & bill payments,1703488,317661277.35
assam,2018,4,Peer-to-peer payments,1279089,5284776455.07
assam,2018,4,Merchant payments,667293,240563395.28
assam,2018,4,Financial Services,28035,6331912.53
assam,2018,4,Others,56267,38689818.79
assam,2019,1,Recharge & bill payments,1993220,400281677.94
assam,2019,1,Peer-to-peer payments,1976310,7291433300.7
assam,2019,1,Merchant payments,494871,266644645.75
assam,2019,1,Financial Services,20162,4612454.11
assam,2019,1,Others,48442,39127457.94
assam,2019,2,Recharge & bill payments,2512932,539315772.86
assam,2019,2,Peer-to-peer payments,2293770,10035232820.85
assam,2019,2,Merchant payments,573646,326844709.59
assam,2019,2,Financial Services,13654,4037222.41
assam,2019,2,Others,60927,49538663.41
assam,2019,3,Peer-to-peer payments,2713539,11835800855.18
assam,2019,3,Recharge & bill payments,2645302,639885372.75
assam,2019,3,Merchant payments,513728,421380275.42
assam,2019,3,Financial Services,8606,6403456.34
assam,2019,3,Others,61396,46973660.74
assam,2019,4,Peer-to-peer payments,3222143,14083346879.36
assam,2019,4,Recharge & bill payments,2937800,704118873.97
assam,2019,4,Merchant payments,544053,456318130.08
assam,2019,4,Financial Services,9621,3492255.09
assam,2019,4,Others,46893,34707757.01
assam,2020,1,Peer-to-peer payments,4058740,18977446151.77
assam,2020,1,Recharge & bill payments,3897975,971722606.16
assam,2020,1,Merchant payments,792646,675423852.95
assam,2020,1,Financial Services,10173,7054325.51
assam,2020,1,Others,49326,36781411.34
assam,2020,2,Recharge & bill payments,6045321,1612522828.72
assam,2020,2,Peer-to-peer payments,3648386,17358374071.27
assam,2020,2,Merchant payments,742400,749018053.24
assam,2020,2,Financial Services,19814,18130004.69
assam,2020,2,Others,49278,28255168.01
assam,2020,3,Peer-to-peer payments,5637893,26646565777.44
assam,2020,3,Recharge & bill payments,5292154,1627282415.95
assam,2020,3,Merchant payments,1383230,1492484153.39
assam,2020,3,Financial Services,24954,28452966.03
assam,2020,3,Others,59480,36605946.75
assam,2020,4,Peer-to-peer payments,7538478,36013292450.81
assam,2020,4,Recharge & bill payments,5383505,1662189124.42
assam,2020,4,Merchant payments,2392184,2466913305.59
assam,2020,4,Financial Services,29764,32314809.98
assam,2020,4,Others,79523,51901628.47
assam,2021,1,Peer-to-peer payments,9449096,45476079487.1
assam,2021,1,Recharge & bill payments,6494111,2103017761.55
assam,2021,1,Merchant payments,3459132,3657261586.2
assam,2021,1,Financial Services,34049,41291047.38
assam,2021,1,Others,75672,48814663.89
assam,2021,2,Peer-to-peer payments,11668399,51521387890.61
assam,2021,2,Recharge & bill payments,9058005,2657676415.25
assam,2021,2,Merchant payments,4562669,4914753140.04
assam,2021,2,Financial Services,49671,46106001.5
assam,2021,2,Others,94161,52549929.27
assam,2021,3,Peer-to-peer payments,15617592,64131823895.24
assam,2021,3,Recharge & bill payments,10284267,3248364164.2
assam,2021,3,Merchant payments,7431371,8208706348.03
assam,2021,3,Financial Services,39479,43889820.5
assam,2021,3,Others,131732,67715045.34
assam,2021,4,Peer-to-peer payments,21393962,86801625126.53
assam,2021,4,Merchant payments,12895755,13378765005.91
assam,2021,4,Recharge & bill payments,11484376,3842004488.37
assam,2021,4,Financial Services,60724,65456475.83
assam,2021,4,Others,185544,97116796.58
assam,2022,1,Peer-to-peer payments,27156085,108855352347.45
assam,2022,1,Merchant payments,19011883,18833132506.02
assam,2022,1,Recharge & bill payments,12474674,4424035840.37
assam,2022,1,Financial Services,68432,73257991.39
assam,2022,1,Others,178812,94659207.47
assam,2022,2,Peer-to-peer payments,33879530,123829913105.32
assam,2022,2,Merchant payments,28377534,24333260089.83
assam,2022,2,Recharge & bill payments,13858113,4814695679.88
assam,2022,2,Financial Services,50785,55549153.74
assam,2022,2,Others,168763,77624058.02
assam,2022,3,Peer-to-peer payments,37000266,127264703851.97
assam,2022,3,Merchant payments,34935460,28789992307.16
assam,2022,3,Recharge & bill payments,13974568,5295136932.04
assam,2022,3,Financial Services,65066,62882386.46
assam,2022,3,Others,138451,76363577.27
assam,2022,4,Peer-to-peer payments,44828832,150693397669.18
assam,2022,4,Merchant payments,43605784,36033810141.57
assam,2022,4,Recharge & bill payments,15344794,5773980885.27
assam,2022,4,Financial Services,74414,75960367.92
assam,2022,4,Others,127443,76370123.6
assam,2023,1,Merchant payments,48987048,39416860194.0
assam,2023,1,Peer-to-peer payments,48461200,166509153749.0
assam,2023,1,Recharge & bill payments,16113464,6266406177.0
assam,2023,1,Financial Services,82270,86978703.0
assam,2023,1,Others,116656,74768264.0
assam,2023,2,Merchant payments,62403711,45515248236.0
assam,2023,2,Peer-to-peer payments,57852989,182809282981.0
assam,2023,2,Recharge & bill payments,17858409,6631355080.0
assam,2023,2,Financial Services,81172,84797972.0
assam,2023,2,Others,94672,70104514.0
assam,2023,3,Merchant payments,82126315,51533166362.0
assam,2023,3,Peer-to-peer payments,66737077,185030502675.0
assam,2023,3,Recharge & bill payments,18524152,7310558505.0
assam,2023,3,Financial Services,105975,118529318.0
assam,2023,3,Others,81832,65257542.0
assam,2023,4,Merchant payments,95438754,60513904505.0
assam,2023,4,Peer-to-peer payments,79797949,216875937740.0
assam,2023,4,Recharge & bill payments,18323202,8011077428.0
assam,2023,4,Financial Services,119386,142552746.0
assam,2023,4,Others,72866,60164512.0
assam,2024,1,Merchant payments,110124616,68499650021.0
assam,2024,1,Peer-to-peer payments,90992228,244008762377.0
assam,2024,1,Recharge & bill payments,20239264,8488075878.0
assam,2024,1,Financial Services,102326,135951454.0
assam,2024,1,Others,66622,51466300.0
assam,2024,2,Merchant payments,143699277,78145261323.0
assam,2024,2,Peer-to-peer payments,105356010,258191846219.0
assam,2024,2,Recharge & bill payments,22086844,8765311662.0
assam,2024,2,Financial Services,120443,151366643.0
assam,2024,2,Others,64513,54884363.0
assam,2024,3,Merchant payments,161259693,79570459117.0
assam,2024,3,Peer-to-peer payments,112031342,244082572337.0
assam,2024,3,Recharge & bill payments,21850799,9670483722.0
assam,2024,3,Financial Services,131635,175945223.0
assam,2024,3,Others,72122,58848151.0
assam,2024,4,Merchant payments,181752000,90150626448.0
assam,2024,4,Peer-to-peer payments,129207094,282320195685.0
assam,2024,4,Recharge & bill payments,20970477,10067635906.0
assam,2024,4,Financial Services,438162,173496870.0
assam,2024,4,Others,73798,74451050.0
bihar,2018,1,Recharge & bill payments,3159922,375559206.77
bihar,2018,1,Peer-to-peer payments,2052089,5295346761.45
bihar,2018,1,Financial Services,194295,33999413.88
bihar,2018,1,Merchant payments,138885,139827755.74
bihar,2018,1,Others,279111,201025034.18
bihar,2018,2,Recharge & bill payments,4346849,700649777.06
bihar,2018,2,Peer-to-peer payments,3447898,12141448845.08
bihar,2018,2,Merchant payments,311487,318571872.82
bihar,2018,2,Financial Services,267433,45332532.1
bihar,2018,2,Others,258711,300128082.62
bihar,2018,3,Peer-to-peer payments,8893764,18695889187.89
bihar,2018,3,Recharge & bill payments,4401439,804061398.52
bihar,2018,3,Merchant payments,586862,367608510.73
bihar,2018,3,Financial Services,274510,33276460.45
bihar,2018,3,Others,211229,234968821.31
bihar,2018,4,Peer-to-peer payments,8094296,26224303882.8
bihar,2018,4,Recharge & bill payments,5469096,986310785.01
bihar,2018,4,Merchant payments,1680664,848968693.07
bihar,2018,4,Financial Services,237247,36199427.51
bihar,2018,4,Others,251098,302214380.18
bihar,2019,1,Peer-to-peer payments,16807040,38824078062.32
bihar,2019,1,Recharge & bill payments,7036367,1333688182.54
bihar,2019,1,Merchant payments,2055267,1024996999.53
bihar,2019,1,Financial Services,204689,28599535.73
bihar,2019,1,Others,252871,291464734.4
bihar,2019,2,Peer-to-peer payments,15837449,58381285240.81
bihar,2019,2,Recharge & bill payments,9279442,1996804238.27
bihar,2019,2,Merchant payments,4365465,2308145849.84
bihar,2019,2,Financial Services,129603,63338108.54
bihar,2019,2,Others,348520,382864846.08
bihar,2019,3,Peer-to-peer payments,15446119,61831776093.1
bihar,2019,3,Recharge & bill payments,9115040,2140566974.71
bihar,2019,3,Merchant payments,7206001,3413490288.31
bihar,2019,3,Financial Services,89997,20145460.43
bihar,2019,3,Others,282743,286804437.74
bihar,2019,4,Peer-to-peer payments,26337842,86340631422.25
bihar,2019,4,Recharge & bill payments,11358597,2649616529.83
bihar,2019,4,Merchant payments,5519582,4177574379.04
bihar,2019,4,Financial Services,100192,18815964.76
bihar,2019,4,Others,214101,126788281.93
bihar,2020,1,Peer-to-peer payments,23163922,99873688132.9
bihar,2020,1,Recharge & bill payments,13837430,3680590624.9
bihar,2020,1,Merchant payments,7822567,5562692116.57
bihar,2020,1,Financial Services,57233,23954789.41
bihar,2020,1,Others,200663,115927863.46
bihar,2020,2,Peer-to-peer payments,26572651,116244368941.34
bihar,2020,2,Recharge & bill payments,19522564,5642294772.45
bihar,2020,2,Merchant payments,7011681,6760404421.62
bihar,2020,2,Financial Services,73119,54077813.26
bihar,2020,2,Others,206727,105377680.17
bihar,2020,3,Peer-to-peer payments,37294332,153664683751.53
bihar,2020,3,Recharge & bill payments,19027978,6313780616.6
bihar,2020,3,Merchant payments,14777337,13111735855.03
bihar,2020,3,Financial Services,104135,81355476.16
bihar,2020,3,Others,299966,157309412.49
bihar,2020,4,Peer-to-peer payments,49432098,208484557891.43
bihar,2020,4,Merchant payments,26750991,23185594534.31
bihar,2020,4,Recharge & bill payments,19908687,6926960996.69
bihar,2020,4,Financial Services,119416,100785736.01
bihar,2020,4,Others,380481,207713978.04
bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31
bihar,2021,1,Merchant payments,33959313,30171144593.37
bihar,2021,1,Recharge & bill payments,21974086,8505455545.45
bihar,2021,1,Financial Services,124277,112949858.25
bihar,2021,1,Others,308219,170787342.85
bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15
bihar,2021,2,Merchant payments,44686786,43458914639.77
bihar,2021,2,Recharge & bill payments,31646149,11030849713.5
bihar,2021,2,Financial Services,149791,116086345.91
bihar,2021,2,Others,426797,215721223.24
bihar,2021,3,Peer-to-peer payments,92785704,331514102784.26
bihar,2021,3,Merchant payments,64094961,53849745604.96
bihar,2021,3,Recharge & bill payments,30081746,11327303470.02
bihar,2021,3,Financial Services,135748,130349071.62
bihar,2021,3,Others,572954,241260025.55
bihar,2021,4,Peer-to-peer payments,117340712,423665098014.28
bihar,2021,4,Merchant payments,95992559,81729122295.54
bihar,2021,4,Recharge & bill payments,30824177,13438634948.21
bihar,2021,4,Financial Services,186298,173358268.82
bihar,2021,4,Others,783199,365400541.91
bihar,2022,1,Peer-to-peer payments,138085265,500024806542.69
bihar,2022,1,Merchant payments,114892163,95507710275.51
bihar,2022,1,Recharge & bill payments,30545266,15431605247.39
bihar,2022,1,Financial Services,169722,148088975.23
bihar,2022,1,Others,698018,299484690.32
bihar,2022,2,Peer-to-peer payments,164119431,610448610667.72
bihar,2022,2,Merchant payments,158289353,126423430586.43
bihar,2022,2,Recharge & bill payments,36950622,17225668601.95
bihar,2022,2,Financial Services,124199,116203820.91
bihar,2022,2,Others,661424,247541289.13
bihar,2022,3,Merchant payments,198273336,137873615624.73
bihar,2022,3,Peer-to-peer payments,192304951,632747186972.19
bihar,2022,3,Recharge & bill payments,46044353,20417791249.03
bihar,2022,3,Financial Services,179533,161987346.19
bihar,2022,3,Others,565212,245905365.78
bihar,2022,4,Merchant payments,243777692,172924170171.63
bihar,2022,4,Peer-to-peer payments,225487662,739870172148.08
bihar,2022,4,Recharge & bill payments,47054083,22729599211.25
bihar,2022,4,Financial Services,205989,199208429.51
bihar,2022,4,Others,559223,288999714.36
bihar,2023,1,Merchant payments,251601655,175053265606.0
bihar,2023,1,Peer-to-peer payments,245677870,836428049163.0
bihar,2023,1,Recharge & bill payments,49781169,27372239431.0
bihar,2023,1,Financial Services,194601,158138446.0
bihar,2023,1,Others,575900,265267298.0
bihar,2023,2,Merchant payments,330603039,214402873623.0
bihar,2023,2,Peer-to-peer payments,293616270,980139698305.0
bihar,2023,2,Recharge & bill payments,58928748,31064849666.0
bihar,2023,2,Financial Services,211722,190366037.0
bihar,2023,2,Others,573315,248957759.0
bihar,2023,3,Merchant payments,361940401,206648202575.0
bihar,2023,3,Peer-to-peer payments,311779356,908446322767.0
bihar,2023,3,Recharge & bill payments,59732275,32565513931.0
bihar,2023,3,Financial Services,270376,277782677.0
bihar,2023,3,Others,516343,215541416.0
bihar,2023,4,Merchant payments,466122317,273626740927.0
bihar,2023,4,Peer-to-peer payments,394813298,1121442567078.0
bihar,2023,4,Recharge & bill payments,62582448,39095012665.0
bihar,2023,4,Financial Services,333579,342560013.0
bihar,2023,4,Others,575632,228927732.0
bihar,2024,1,Merchant payments,548896156,316662638999.0
bihar,2024,1,Peer-to-peer payments,456038110,1275205176229.0
bihar,2024,1,Recharge & bill payments,73038449,45243630428.0
bihar,2024,1,Financial Services,295689,411700201.0
bihar,2024,1,Others,466379,213719039.0
bihar,2024,2,Merchant payments,703589936,385479716519.0
bihar,2024,2,Peer-to-peer payments,529387475,1452390033678.0
bihar,2024,2,Recharge & bill payments,80054155,48206932392.0
bihar,2024,2,Financial Services,386397,523080064.0
bihar,2024,2,Others,470422,246802023.0
bihar,2024,3,Merchant payments,730368233,370788705611.0
bihar,2024,3,Peer-to-peer payments,547897786,1358253139121.0
bihar,2024,3,Recharge & bill payments,73819834,50382123046.0
bihar,2024,3,Financial Services,458793,630950534.0
bihar,2024,3,Others,331577,225555027.0
bihar,2024,4,Merchant payments,843136457,451257296266.0
bihar,2024,4,Peer-to-peer payments,641971705,1592038209091.0
bihar,2024,4,Recharge & bill payments,72565377,54638087933.0
bihar,2024,4,Financial Services,1670253,714133013.0
bihar,2024,4,Others,323883,279749744.0
chandigarh,2018,1,Recharge & bill payments,201262,47479581.16
chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34
chandigarh,2018,1,Merchant payments,21431,19477066.53
chandigarh,2018,1,Financial Services,8473,1865618.25
chandigarh,2018,1,Others,15593,16614305.58
chandigarh,2018,2,Recharge & bill payments,224548,76722906.68
chandigarh,2018,2,Peer-to-peer payments,194627,835296156.42
chandigarh,2018,2,Merchant payments,34606,29408471.51
chandigarh,2018,2,Financial Services,11927,3679451.86
chandigarh,2018,2,Others,13376,16116275.27
chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.97
chandigarh,2018,3,Recharge & bill payments,236445,100639674.67
chandigarh,2018,3,Merchant payments,64998,37560565.97
chandigarh,2018,3,Financial Services,7642,1302311.6
chandigarh,2018,3,Others,12493,12234189.32
chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.32
chandigarh,2018,4,Recharge & bill payments,310527,128130475.99
chandigarh,2018,4,Merchant payments,135266,94010713.61
chandigarh,2018,4,Financial Services,10008,2039811.34
chandigarh,2018,4,Others,17854,14538888.52
chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.65
chandigarh,2019,1,Recharge & bill payments,390610,161414934.1
chandigarh,2019,1,Merchant payments,169984,97230471.44
chandigarh,2019,1,Financial Services,7412,917030.91
chandigarh,2019,1,Others,17070,12603012.34
chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.52
chandigarh,2019,2,Recharge & bill payments,342294,185659011.54
chandigarh,2019,2,Merchant payments,277811,152766864.66
chandigarh,2019,2,Financial Services,5590,839765.16
chandigarh,2019,2,Others,21926,13928050.05
chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8
chandigarh,2019,3,Merchant payments,447069,226535908.84
chandigarh,2019,3,Recharge & bill payments,308219,213884900.47
chandigarh,2019,3,Financial Services,2447,794918.67
chandigarh,2019,3,Others,26575,13282206.87
chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.64
chandigarh,2019,4,Merchant payments,561630,318692521.79
chandigarh,2019,4,Recharge & bill payments,338203,237695594.96
chandigarh,2019,4,Financial Services,1911,654298.68
chandigarh,2019,4,Others,21321,8707473.86
chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.47
chandigarh,2020,1,Merchant payments,764832,438193845.45
chandigarh,2020,1,Recharge & bill payments,389851,257250007.24
chandigarh,2020,1,Financial Services,1574,1406138.19
chandigarh,2020,1,Others,18853,8230536.66
chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.55
chandigarh,2020,2,Merchant payments,390906,331423259.0
chandigarh,2020,2,Recharge & bill payments,361577,214425229.34
chandigarh,2020,2,Financial Services,1797,3982005.12
chandigarh,2020,2,Others,7032,4125116.69
chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.41
chandigarh,2020,3,Merchant payments,796634,604271248.93
chandigarh,2020,3,Recharge & bill payments,366353,296964794.97
chandigarh,2020,3,Financial Services,2643,5254415.46
chandigarh,2020,3,Others,10470,4972498.6
chandigarh,2020,4,Merchant payments,1322026,939307675.85
chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.34
chandigarh,2020,4,Recharge & bill payments,409997,320731281.95
chandigarh,2020,4,Financial Services,3346,4400109.75
chandigarh,2020,4,Others,17970,10005102.46
chandigarh,2021,1,Merchant payments,1799072,1210594490.1
chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.3
